deal_id,from_stage,to_stage,transition_date
D-092,Discovery,Qualification,2026-01-20T17:15:00
D-092,Qualification,Technical Evaluation,2026-03-01T11:15:00
D-093,,Discovery,2026-01-14T16:00:00
D-093,Discovery,Qualification,2026-02-02T14:00:00
D-093,Qualification,Technical Evaluation,2026-02-25T10:15:00
D-094,,Discovery,2026-03-06T14:45:00
D-094,Discovery,Qualification,2026-03-23T09:45:00
D-094,Qualification,Technical Evaluation,2026-04-23T12:30:00
D-095,,Discovery,2026-02-26T16:45:00
D-095,Discovery,Qualification,2026-03-19T14:15:00
D-095,Qualification,Technical Evaluation,2026-04-18T12:30:00
D-096,,Discovery,2026-03-05T08:00:00
D-096,Discovery,Technical Evaluation,2026-04-18T10:45:00
D-097,,Discovery,2025-11-24T13:15:00
D-097,Discovery,Qualification,2025-12-10T14:30:00
D-097,Qualification,Technical Evaluation,2026-01-17T11:45:00
D-098,,Discovery,2025-12-04T15:00:00
D-098,Discovery,Qualification,2025-12-19T13:00:00
D-098,Qualification,Technical Evaluation,2026-01-30T14:15:00
D-099,,Discovery,2026-01-16T10:15:00
D-099,Discovery,Qualification,2026-02-02T16:00:00
D-099,Qualification,Technical Evaluation,2026-03-08T10:45:00
D-100,,Discovery,2025-12-26T17:45:00
D-100,Discovery,Technical Evaluation,2026-01-21T14:30:00
D-101,,Discovery,2026-01-12T12:15:00
D-101,Discovery,Qualification,2026-02-12T17:15:00
D-101,Qualification,Technical Evaluation,2026-03-22T14:30:00
D-102,,Discovery,2025-08-18T14:45:00
D-102,Discovery,Qualification,2025-08-28T14:30:00
D-102,Qualification,Technical Evaluation,2025-09-11T13:00:00
D-103,,Discovery,2026-02-10T14:00:00
D-103,Discovery,Qualification,2026-03-17T16:15:00
D-103,Qualification,Technical Evaluation,2026-04-09T09:30:00
D-104,,Discovery,2025-11-17T11:00:00
D-104,Discovery,Qualification,2025-12-09T09:45:00
D-104,Qualification,Technical Evaluation,2025-12-27T15:00:00
D-105,,Discovery,2026-01-28T10:30:00
D-105,Discovery,Qualification,2026-03-07T09:00:00
D-105,Qualification,Technical Evaluation,2026-04-01T14:30:00
D-106,,Discovery,2026-02-25T17:15:00
D-106,Discovery,Qualification,2026-03-23T10:30:00
D-106,Qualification,Technical Evaluation,2026-05-01T09:00:00
D-107,,Discovery,2025-12-09T14:15:00
D-107,Discovery,Qualification,2026-01-03T11:45:00
D-107,Technical Evaluation,Technical Evaluation,2026-01-14T12:00:00
D-107,Technical Evaluation,Technical Evaluation,2026-02-03T08:00:00
D-107,Qualification,Technical Evaluation,2026-02-16T13:30:00
D-108,,Discovery,2025-11-14T09:45:00
D-108,Technical Evaluation,Technical Evaluation,2025-12-08T13:15:00
D-108,Discovery,Qualification,2025-12-26T12:30:00
D-108,Technical Evaluation,Technical Evaluation,2025-12-29T11:30:00
D-108,Qualification,Technical Evaluation,2026-01-20T09:45:00
D-109,,Discovery,2026-03-20T14:00:00
D-109,Discovery,Qualification,2026-04-11T16:30:00
D-109,Qualification,Technical Evaluation,2026-05-16T08:30:00
D-110,,Discovery,2025-12-31T10:30:00
D-110,Discovery,Qualification,2026-01-17T08:15:00
D-110,Qualification,Technical Evaluation,2026-03-01T16:45:00
D-111,,Discovery,2026-02-09T10:15:00
D-111,Discovery,Qualification,2026-03-05T12:30:00
D-111,Qualification,Technical Evaluation,2026-04-18T14:30:00
D-112,,Discovery,2026-03-30T15:30:00
D-112,Discovery,Technical Evaluation,2026-04-27T09:30:00
D-113,,Discovery,2025-11-11T13:45:00
D-113,Discovery,Technical Evaluation,2025-12-12T08:30:00
D-114,,Discovery,2025-08-12T10:15:00
D-114,Discovery,Qualification,2025-08-19T09:15:00
D-114,Qualification,Technical Evaluation,2025-08-31T12:30:00
D-115,,Discovery,2025-11-20T09:30:00
D-115,Discovery,Qualification,2025-12-08T08:45:00
D-115,Qualification,Technical Evaluation,2025-12-24T10:45:00
D-116,,Discovery,2025-12-15T12:30:00
D-116,Discovery,Qualification,2026-01-13T10:00:00
D-116,Qualification,Technical Evaluation,2026-02-16T17:15:00
D-117,,Discovery,2026-02-16T16:00:00
D-117,Discovery,Qualification,2026-03-15T13:45:00
D-117,Technical Evaluation,Technical Evaluation,2026-03-23T13:15:00
D-117,Qualification,Technical Evaluation,2026-04-16T15:30:00
D-117,Technical Evaluation,Technical Evaluation,2026-04-18T15:00:00
D-118,,Discovery,2026-01-21T08:45:00
D-118,Discovery,Technical Evaluation,2026-02-21T13:15:00
D-119,,Discovery,2026-01-30T17:30:00
D-119,Discovery,Qualification,2026-03-11T13:00:00
D-119,Qualification,Technical Evaluation,2026-04-17T13:15:00
D-120,,Discovery,2026-01-19T17:15:00
D-120,Discovery,Technical Evaluation,2026-02-03T16:45:00
D-121,,Discovery,2026-01-22T09:30:00
D-121,Discovery,Technical Evaluation,2026-03-08T09:30:00
D-122,,Discovery,2026-01-22T14:45:00
D-122,Discovery,Qualification,2026-02-26T13:15:00
D-122,Qualification,Technical Evaluation,2026-04-04T16:30:00
D-123,,Discovery,2026-03-27T13:15:00
D-123,Discovery,Qualification,2026-05-01T17:00:00
D-123,Qualification,Technical Evaluation,2026-06-14T15:15:00
D-124,,Discovery,2026-02-23T09:30:00
D-124,Discovery,Qualification,2026-03-18T09:00:00
D-124,Qualification,Technical Evaluation,2026-04-03T14:45:00
D-125,,Discovery,2026-03-03T09:00:00
D-125,Discovery,Qualification,2026-03-27T08:30:00
D-125,Qualification,Technical Evaluation,2026-04-19T09:00:00
D-126,,Discovery,2025-11-24T14:15:00
D-126,Discovery,Qualification,2025-12-28T14:15:00
D-126,Qualification,Technical Evaluation,2026-01-13T09:30:00
D-126,Technical Evaluation,Business Case,2026-02-03T11:45:00
D-127,,Discovery,2025-11-13T13:00:00
D-127,Discovery,Qualification,2025-12-11T09:30:00
D-127,Qualification,Technical Evaluation,2026-01-21T17:45:00
D-127,Technical Evaluation,Business Case,2026-02-11T09:00:00
D-128,,Discovery,2026-02-10T12:00:00
D-128,Discovery,Qualification,2026-03-17T16:45:00
D-128,Qualification,Technical Evaluation,2026-04-06T13:45:00
D-128,Technical Evaluation,Business Case,2026-05-02T10:45:00
D-129,,Discovery,2025-11-25T14:15:00
D-129,Discovery,Qualification,2025-12-27T08:45:00
D-129,Qualification,Technical Evaluation,2026-02-06T16:45:00
D-129,Technical Evaluation,Business Case,2026-03-23T16:45:00
D-130,,Discovery,2026-03-09T10:15:00
D-130,Discovery,Qualification,2026-03-30T11:15:00
D-130,Qualification,Business Case,2026-04-15T14:00:00
D-131,,Discovery,2025-11-18T16:30:00
D-131,Discovery,Qualification,2025-12-30T12:45:00
D-131,Qualification,Technical Evaluation,2026-02-12T08:45:00
D-131,Technical Evaluation,Business Case,2026-03-02T14:15:00
D-132,,Discovery,2025-11-26T12:45:00
D-132,Discovery,Qualification,2025-12-31T15:45:00
D-132,Qualification,Technical Evaluation,2026-01-16T10:30:00
D-132,Technical Evaluation,Business Case,2026-02-12T10:45:00
D-133,,Discovery,2026-01-26T15:00:00
D-133,Discovery,Qualification,2026-03-09T11:15:00
D-133,Qualification,Technical Evaluation,2026-04-02T15:30:00
D-133,Technical Evaluation,Business Case,2026-04-25T14:00:00
D-134,,Discovery,2026-02-04T10:00:00
D-134,Discovery,Qualification,2026-02-28T16:45:00
D-134,Qualification,Technical Evaluation,2026-03-19T16:00:00
D-134,Technical Evaluation,Business Case,2026-04-08T11:15:00
D-135,,Discovery,2026-02-27T11:30:00
D-135,Discovery,Qualification,2026-03-29T17:45:00
D-135,Qualification,Technical Evaluation,2026-04-18T15:30:00
D-135,Technical Evaluation,Business Case,2026-05-14T10:30:00
D-136,,Discovery,2025-12-12T11:15:00
D-136,Discovery,Qualification,2026-01-04T14:00:00
D-136,Qualification,Technical Evaluation,2026-02-15T08:45:00
D-136,Technical Evaluation,Business Case,2026-03-31T10:15:00
D-137,,Discovery,2026-02-17T11:45:00
D-137,Discovery,Qualification,2026-03-13T16:45:00
D-137,Qualification,Technical Evaluation,2026-04-15T09:00:00
D-137,Technical Evaluation,Business Case,2026-05-16T13:30:00
D-138,,Discovery,2026-01-23T12:15:00
D-138,Discovery,Qualification,2026-02-11T16:15:00
D-138,Qualification,Technical Evaluation,2026-03-26T08:45:00
D-138,Technical Evaluation,Business Case,2026-05-01T13:15:00
D-139,,Discovery,2025-11-10T11:45:00
D-139,Discovery,Qualification,2025-12-24T13:30:00
D-139,Qualification,Technical Evaluation,2026-02-04T10:15:00
D-139,Technical Evaluation,Business Case,2026-02-28T09:45:00
D-140,,Discovery,2026-01-30T13:30:00
D-140,Discovery,Qualification,2026-02-22T17:30:00
D-140,Qualification,Technical Evaluation,2026-03-23T09:45:00
D-140,Technical Evaluation,Business Case,2026-04-08T17:00:00
D-141,,Discovery,2025-12-09T17:45:00
D-141,Discovery,Qualification,2025-12-28T13:15:00
D-141,Qualification,Technical Evaluation,2026-02-05T09:45:00
D-141,Technical Evaluation,Business Case,2026-03-02T10:30:00
D-142,,Discovery,2025-12-11T14:45:00
D-142,Discovery,Qualification,2026-01-08T15:45:00
D-142,Qualification,Business Case,2026-01-23T08:15:00
D-143,,Discovery,2026-01-28T10:00:00
D-143,Discovery,Qualification,2026-03-10T08:30:00
D-143,Qualification,Business Case,2026-04-24T12:45:00
D-144,,Discovery,2025-12-05T11:15:00
D-144,Discovery,Qualification,2026-01-19T14:00:00
D-144,Qualification,Technical Evaluation,2026-02-10T11:15:00
D-144,Technical Evaluation,Business Case,2026-03-03T08:15:00
D-145,,Discovery,2025-11-13T08:00:00
D-145,Discovery,Qualification,2025-12-20T09:45:00
D-145,Qualification,Technical Evaluation,2026-01-18T14:00:00
D-145,Technical Evaluation,Business Case,2026-02-19T12:45:00
D-146,,Discovery,2026-02-16T12:15:00
D-146,Discovery,Qualification,2026-03-16T09:00:00
D-146,Qualification,Technical Evaluation,2026-04-09T09:00:00
D-146,Technical Evaluation,Business Case,2026-05-09T11:15:00
D-147,,Discovery,2025-12-24T08:00:00
D-147,Discovery,Qualification,2026-01-29T09:00:00
D-147,Qualification,Technical Evaluation,2026-03-11T17:45:00
D-147,Technical Evaluation,Business Case,2026-03-30T09:00:00
D-148,,Discovery,2026-01-15T08:30:00
D-148,Discovery,Technical Evaluation,2026-02-10T13:45:00
D-148,Technical Evaluation,Business Case,2026-03-20T09:00:00
D-149,,Discovery,2026-01-08T13:15:00
D-149,Discovery,Qualification,2026-01-26T14:45:00
D-149,Qualification,Technical Evaluation,2026-03-12T15:30:00
D-149,Technical Evaluation,Business Case,2026-04-22T14:45:00
D-150,,Discovery,2025-12-11T15:45:00
D-150,Discovery,Qualification,2025-12-31T17:45:00
D-150,Qualification,Technical Evaluation,2026-02-08T13:00:00
D-150,Technical Evaluation,Business Case,2026-03-22T10:45:00
D-151,,Discovery,2026-03-25T17:00:00
D-151,Discovery,Qualification,2026-04-22T11:45:00
D-151,Qualification,Technical Evaluation,2026-05-18T14:15:00
D-151,Technical Evaluation,Business Case,2026-06-28T16:00:00
D-152,,Discovery,2025-11-20T13:30:00
D-152,Discovery,Qualification,2025-12-06T16:15:00
D-152,Qualification,Technical Evaluation,2026-01-07T14:45:00
D-152,Technical Evaluation,Business Case,2026-02-17T11:00:00
D-153,,Discovery,2025-11-05T16:00:00
D-153,Discovery,Qualification,2025-12-16T09:30:00
D-153,Qualification,Technical Evaluation,2026-01-28T16:15:00
D-153,Technical Evaluation,Business Case,2026-03-04T15:30:00
D-154,,Discovery,2026-03-02T09:00:00
D-154,Discovery,Qualification,2026-04-10T11:00:00
D-154,Qualification,Technical Evaluation,2026-05-05T13:30:00
D-154,Technical Evaluation,Business Case,2026-06-06T16:30:00
D-155,,Discovery,2025-11-28T14:15:00
D-155,Discovery,Qualification,2025-12-27T11:30:00
D-155,Qualification,Technical Evaluation,2026-01-14T14:00:00
D-155,Technical Evaluation,Business Case,2026-02-27T17:00:00
D-156,,Discovery,2025-12-05T16:45:00
D-156,Discovery,Technical Evaluation,2026-01-15T17:45:00
D-156,Technical Evaluation,Business Case,2026-02-28T16:15:00
D-157,,Discovery,2026-01-22T17:15:00
D-157,Discovery,Qualification,2026-02-14T14:30:00
D-157,Qualification,Technical Evaluation,2026-03-10T15:15:00
D-157,Technical Evaluation,Business Case,2026-03-29T14:30:00
D-158,,Discovery,2025-12-26T12:30:00
D-158,Discovery,Qualification,2026-02-08T10:15:00
D-158,Qualification,Technical Evaluation,2026-03-11T16:30:00
D-158,Technical Evaluation,Business Case,2026-04-17T09:30:00
D-159,,Discovery,2025-11-04T08:00:00
D-159,Discovery,Technical Evaluation,2025-11-25T12:15:00
D-159,Business Case,Business Case,2025-12-08T09:00:00
D-159,Technical Evaluation,Business Case,2025-12-19T12:15:00
D-159,Business Case,Business Case,2025-12-26T12:15:00
D-160,,Discovery,2026-02-24T16:45:00
D-160,Discovery,Qualification,2026-03-18T16:30:00
D-160,Qualification,Technical Evaluation,2026-04-24T08:45:00
D-160,Technical Evaluation,Business Case,2026-05-21T14:30:00
D-161,,Discovery,2026-02-03T11:30:00
D-161,Discovery,Qualification,2026-03-04T10:00:00
D-161,Qualification,Technical Evaluation,2026-03-24T10:00:00
D-161,Technical Evaluation,Business Case,2026-04-20T08:45:00
D-161,Business Case,Negotiation,2026-05-13T16:30:00
D-162,,Discovery,2025-12-10T17:00:00
D-162,Discovery,Qualification,2026-01-18T17:30:00
D-162,Qualification,Technical Evaluation,2026-02-17T17:30:00
D-162,Technical Evaluation,Business Case,2026-03-06T13:15:00
D-162,Business Case,Negotiation,2026-04-20T10:00:00
D-163,,Discovery,2026-01-15T08:00:00
D-163,Discovery,Qualification,2026-02-20T13:45:00
D-163,Qualification,Technical Evaluation,2026-03-14T17:15:00
D-163,Technical Evaluation,Business Case,2026-04-28T08:30:00
D-163,Business Case,Negotiation,2026-05-25T09:45:00
D-164,,Discovery,2026-02-04T12:15:00
D-164,Discovery,Qualification,2026-03-01T16:00:00
D-164,Qualification,Technical Evaluation,2026-04-15T09:15:00
D-164,Technical Evaluation,Business Case,2026-05-30T16:00:00
D-164,Business Case,Negotiation,2026-07-04T09:15:00
D-165,,Discovery,2026-02-20T10:00:00
D-165,Discovery,Qualification,2026-03-21T13:00:00
D-165,Qualification,Technical Evaluation,2026-04-07T09:00:00
D-165,Technical Evaluation,Business Case,2026-04-27T12:00:00
D-165,Business Case,Negotiation,2026-05-30T11:30:00
D-166,,Discovery,2025-12-01T17:00:00
D-166,Discovery,Qualification,2026-01-09T17:00:00
D-166,Qualification,Technical Evaluation,2026-02-15T09:30:00
D-166,Technical Evaluation,Business Case,2026-03-31T16:00:00
D-166,Business Case,Negotiation,2026-04-24T12:00:00
D-167,,Discovery,2025-12-05T16:30:00
D-167,Discovery,Qualification,2026-01-19T10:30:00
D-167,Qualification,Technical Evaluation,2026-02-24T13:00:00
D-167,Technical Evaluation,Business Case,2026-03-28T16:15:00
D-167,Business Case,Negotiation,2026-04-15T08:00:00
D-168,,Discovery,2025-12-24T16:15:00
D-168,Discovery,Qualification,2026-01-13T10:15:00
D-168,Qualification,Technical Evaluation,2026-02-16T12:15:00
D-168,Technical Evaluation,Business Case,2026-03-06T10:00:00
D-168,Business Case,Negotiation,2026-04-17T16:45:00
D-169,,Discovery,2025-12-03T09:15:00
D-169,Discovery,Qualification,2025-12-28T15:45:00
D-169,Negotiation,Negotiation,2026-01-12T14:30:00
D-169,Qualification,Technical Evaluation,2026-01-22T17:30:00
D-169,Negotiation,Negotiation,2026-01-31T11:00:00
D-169,Technical Evaluation,Negotiation,2026-02-28T17:15:00
D-170,,Discovery,2026-01-20T14:30:00
D-170,Discovery,Qualification,2026-03-02T13:15:00
D-170,Qualification,Technical Evaluation,2026-04-07T13:45:00
D-170,Technical Evaluation,Business Case,2026-05-06T15:30:00
D-170,Business Case,Negotiation,2026-06-14T12:45:00
D-171,,Discovery,2026-03-18T09:00:00
D-171,Discovery,Qualification,2026-04-30T08:00:00
D-171,Qualification,Technical Evaluation,2026-06-10T17:45:00
D-171,Technical Evaluation,Business Case,2026-07-19T17:15:00
D-171,Business Case,Negotiation,2026-09-01T08:30:00
D-172,,Discovery,2026-01-14T09:45:00
D-172,Discovery,Qualification,2026-02-09T16:00:00
D-172,Qualification,Technical Evaluation,2026-03-17T11:15:00
D-172,Technical Evaluation,Business Case,2026-04-25T16:15:00
D-172,Business Case,Negotiation,2026-05-24T10:15:00
D-173,,Discovery,2025-12-30T11:30:00
D-173,Discovery,Qualification,2026-01-26T15:45:00
D-173,Qualification,Technical Evaluation,2026-03-10T08:00:00
D-173,Technical Evaluation,Business Case,2026-04-14T13:00:00
D-173,Business Case,Negotiation,2026-05-21T16:30:00
D-174,,Discovery,2026-02-05T14:15:00
D-174,Negotiation,Negotiation,2026-03-06T10:00:00
D-174,Discovery,Qualification,2026-03-08T14:30:00
D-174,Negotiation,Negotiation,2026-03-23T13:45:00
D-174,Qualification,Technical Evaluation,2026-04-18T13:45:00
D-174,Technical Evaluation,Business Case,2026-05-28T15:00:00
D-174,Business Case,Negotiation,2026-06-28T10:45:00
D-175,,Discovery,2025-12-01T13:00:00
D-175,Discovery,Qualification,2025-12-31T15:45:00
D-175,Qualification,Technical Evaluation,2026-01-21T17:15:00
D-175,Technical Evaluation,Business Case,2026-02-25T14:00:00
D-175,Business Case,Negotiation,2026-03-19T08:15:00
D-176,,Discovery,2026-03-27T10:45:00
D-176,Negotiation,Negotiation,2026-04-29T17:15:00
D-176,Discovery,Qualification,2026-04-30T17:00:00
D-176,Negotiation,Negotiation,2026-05-13T16:00:00
D-176,Qualification,Technical Evaluation,2026-06-12T12:00:00
D-176,Technical Evaluation,Business Case,2026-07-03T15:45:00
D-176,Business Case,Negotiation,2026-08-14T15:15:00
D-177,,Discovery,2026-01-07T17:00:00
D-177,Discovery,Qualification,2026-01-29T14:45:00
D-177,Qualification,Technical Evaluation,2026-02-17T09:00:00
D-177,Technical Evaluation,Business Case,2026-03-10T16:45:00
D-177,Business Case,Negotiation,2026-04-20T10:00:00
D-178,,Discovery,2025-12-01T17:00:00
D-178,Discovery,Qualification,2026-01-13T14:45:00
D-178,Qualification,Technical Evaluation,2026-02-08T08:45:00
D-178,Technical Evaluation,Business Case,2026-03-02T15:45:00
D-178,Business Case,Negotiation,2026-03-28T17:00:00
D-179,,Discovery,2026-03-20T08:00:00
D-179,Discovery,Qualification,2026-04-20T08:45:00
D-179,Qualification,Technical Evaluation,2026-05-25T11:30:00
D-179,Technical Evaluation,Business Case,2026-06-22T13:00:00
D-179,Business Case,Negotiation,2026-07-11T14:30:00
D-180,,Discovery,2026-02-10T16:45:00
D-180,Discovery,Qualification,2026-03-02T13:45:00
D-180,Qualification,Technical Evaluation,2026-03-25T12:30:00
D-180,Technical Evaluation,Business Case,2026-05-03T14:15:00
D-180,Business Case,Negotiation,2026-06-14T09:15:00
D-181,,Discovery,2025-11-14T08:00:00
D-181,Discovery,Qualification,2025-12-25T10:45:00
D-181,Qualification,Technical Evaluation,2026-02-07T17:45:00
D-181,Technical Evaluation,Business Case,2026-02-24T09:30:00
D-181,Business Case,Negotiation,2026-03-18T13:00:00
D-182,,Discovery,2025-12-15T11:30:00
D-182,Discovery,Qualification,2026-01-05T08:15:00
D-182,Qualification,Technical Evaluation,2026-02-08T10:00:00
D-182,Technical Evaluation,Business Case,2026-03-06T11:00:00
D-182,Business Case,Negotiation,2026-03-26T09:30:00
D-183,,Discovery,2025-11-18T16:30:00
D-183,Discovery,Qualification,2025-12-14T12:15:00
