deal_id,from_stage,to_stage,transition_date
MOH-088,Discovery,Qualification,2026-03-11T09:00:00
MOH-088,Qualification,Technical Evaluation,2026-04-13T16:30:00
MOH-089,,Discovery,2026-02-11T10:45:00
MOH-089,Discovery,Qualification,2026-02-27T13:15:00
MOH-089,Qualification,Technical Evaluation,2026-04-18T09:00:00
MOH-090,,Discovery,2025-12-12T17:30:00
MOH-090,Discovery,Qualification,2025-12-21T13:30:00
MOH-090,Qualification,Technical Evaluation,2026-01-15T10:00:00
MOH-091,,Discovery,2026-02-23T16:45:00
MOH-091,Discovery,Qualification,2026-03-09T09:00:00
MOH-091,Qualification,Technical Evaluation,2026-03-30T16:00:00
MOH-092,,Discovery,2025-11-04T08:15:00
MOH-092,Discovery,Qualification,2025-11-15T14:45:00
MOH-092,Qualification,Technical Evaluation,2025-12-16T13:45:00
MOH-093,,Discovery,2026-03-19T12:15:00
MOH-093,Discovery,Qualification,2026-04-02T11:15:00
MOH-093,Qualification,Technical Evaluation,2026-04-27T13:30:00
MOH-094,,Discovery,2025-12-16T13:00:00
MOH-094,Discovery,Qualification,2026-01-02T15:30:00
MOH-094,Qualification,Technical Evaluation,2026-02-07T14:30:00
MOH-095,,Discovery,2025-11-12T09:45:00
MOH-095,Discovery,Technical Evaluation,2025-11-25T14:45:00
MOH-096,,Discovery,2026-02-18T09:00:00
MOH-096,Discovery,Qualification,2026-03-06T15:15:00
MOH-096,Qualification,Technical Evaluation,2026-04-04T16:15:00
MOH-097,,Discovery,2025-10-28T14:30:00
MOH-097,Discovery,Qualification,2025-11-17T12:45:00
MOH-097,Qualification,Technical Evaluation,2025-12-30T12:30:00
MOH-098,,Discovery,2025-10-16T14:00:00
MOH-098,Discovery,Qualification,2025-10-31T12:30:00
MOH-098,Qualification,Technical Evaluation,2025-11-20T12:15:00
MOH-099,,Discovery,2025-12-15T15:45:00
MOH-099,Discovery,Qualification,2026-01-06T14:30:00
MOH-099,Qualification,Technical Evaluation,2026-02-07T09:30:00
MOH-100,,Discovery,2026-01-30T14:15:00
MOH-100,Discovery,Technical Evaluation,2026-02-26T17:45:00
MOH-101,,Discovery,2025-11-06T17:00:00
MOH-101,Discovery,Qualification,2025-11-24T10:15:00
MOH-101,Qualification,Technical Evaluation,2026-01-01T14:30:00
MOH-102,,Discovery,2026-03-31T14:00:00
MOH-102,Discovery,Qualification,2026-04-21T16:15:00
MOH-102,Qualification,Technical Evaluation,2026-05-15T11:30:00
MOH-103,,Discovery,2025-10-10T08:30:00
MOH-103,Discovery,Qualification,2025-10-30T14:00:00
MOH-103,Qualification,Technical Evaluation,2025-12-19T15:30:00
MOH-104,,Discovery,2026-03-18T10:00:00
MOH-104,Discovery,Qualification,2026-04-08T12:15:00
MOH-104,Qualification,Technical Evaluation,2026-05-07T08:15:00
MOH-105,,Discovery,2025-11-18T08:15:00
MOH-105,Discovery,Qualification,2025-12-01T12:45:00
MOH-105,Qualification,Technical Evaluation,2025-12-30T14:30:00
MOH-106,,Discovery,2026-01-08T15:00:00
MOH-106,Discovery,Technical Evaluation,2026-01-25T11:30:00
MOH-107,,Discovery,2026-01-14T09:30:00
MOH-107,Discovery,Qualification,2026-02-04T15:45:00
MOH-107,Qualification,Technical Evaluation,2026-03-24T12:45:00
MOH-108,,Discovery,2026-03-05T09:45:00
MOH-108,Discovery,Qualification,2026-03-13T09:45:00
MOH-108,Qualification,Technical Evaluation,2026-03-31T09:30:00
MOH-109,,Discovery,2025-10-21T09:15:00
MOH-109,Discovery,Qualification,2025-11-08T11:45:00
MOH-109,Qualification,Technical Evaluation,2025-12-06T08:45:00
MOH-110,,Discovery,2026-01-01T08:45:00
MOH-110,Discovery,Qualification,2026-01-21T11:15:00
MOH-110,Qualification,Technical Evaluation,2026-02-23T08:15:00
MOH-111,,Discovery,2026-02-26T17:00:00
MOH-111,Discovery,Qualification,2026-03-12T13:00:00
MOH-111,Qualification,Technical Evaluation,2026-04-22T15:00:00
MOH-112,,Discovery,2026-03-16T17:15:00
MOH-112,Discovery,Qualification,2026-03-31T09:45:00
MOH-112,Qualification,Technical Evaluation,2026-04-20T10:30:00
MOH-113,,Discovery,2025-11-26T10:00:00
MOH-113,Discovery,Qualification,2025-12-11T13:15:00
MOH-113,Qualification,Technical Evaluation,2026-01-08T12:15:00
MOH-114,,Discovery,2026-03-05T10:45:00
MOH-114,Discovery,Qualification,2026-03-19T08:30:00
MOH-114,Qualification,Technical Evaluation,2026-04-11T15:15:00
MOH-115,,Discovery,2026-02-02T10:00:00
MOH-115,Discovery,Qualification,2026-02-22T15:15:00
MOH-115,Qualification,Technical Evaluation,2026-03-16T15:30:00
MOH-116,,Discovery,2026-03-27T17:15:00
MOH-116,Discovery,Qualification,2026-04-10T15:00:00
MOH-116,Qualification,Technical Evaluation,2026-05-13T13:45:00
MOH-117,,Discovery,2025-10-13T09:00:00
MOH-117,Discovery,Qualification,2025-10-23T09:15:00
MOH-117,Qualification,Technical Evaluation,2025-12-04T12:45:00
MOH-118,,Discovery,2025-10-23T13:45:00
MOH-118,Discovery,Qualification,2025-11-10T13:45:00
MOH-118,Qualification,Technical Evaluation,2025-12-07T14:15:00
MOH-119,,Discovery,2025-11-11T17:00:00
MOH-119,Discovery,Qualification,2025-11-27T16:30:00
MOH-119,Qualification,Technical Evaluation,2025-12-30T08:15:00
MOH-120,,Discovery,2026-01-30T15:30:00
MOH-120,Discovery,Qualification,2026-02-11T17:15:00
MOH-120,Qualification,Technical Evaluation,2026-03-14T15:15:00
MOH-121,,Discovery,2025-10-03T08:45:00
MOH-121,Discovery,Qualification,2025-10-14T16:45:00
MOH-121,Qualification,Technical Evaluation,2025-11-04T09:15:00
MOH-122,,Discovery,2025-12-02T16:15:00
MOH-122,Discovery,Qualification,2025-12-30T16:30:00
MOH-122,Qualification,Technical Evaluation,2026-02-14T16:00:00
MOH-123,,Discovery,2025-11-07T13:45:00
MOH-123,Discovery,Qualification,2025-11-21T16:45:00
MOH-123,Qualification,Technical Evaluation,2025-12-18T16:30:00
MOH-124,,Discovery,2026-02-05T09:45:00
MOH-124,Discovery,Qualification,2026-02-15T10:15:00
MOH-124,Qualification,Technical Evaluation,2026-03-26T12:30:00
MOH-125,,Discovery,2025-12-23T17:30:00
MOH-125,Discovery,Qualification,2026-01-14T13:15:00
MOH-125,Qualification,Technical Evaluation,2026-02-08T16:45:00
MOH-126,,Discovery,2025-11-13T12:15:00
MOH-126,Discovery,Qualification,2025-12-06T12:00:00
MOH-126,Qualification,Technical Evaluation,2026-01-09T09:45:00
MOH-127,,Discovery,2025-12-12T14:00:00
MOH-127,Discovery,Qualification,2025-12-23T08:00:00
MOH-127,Qualification,Technical Evaluation,2026-01-10T14:15:00
MOH-128,,Discovery,2025-11-19T14:30:00
MOH-128,Discovery,Qualification,2025-12-18T08:30:00
MOH-128,Qualification,Technical Evaluation,2026-01-13T15:45:00
MOH-129,,Discovery,2025-12-25T13:00:00
MOH-129,Discovery,Qualification,2026-01-09T15:45:00
MOH-129,Qualification,Technical Evaluation,2026-02-23T16:15:00
MOH-130,,Discovery,2025-11-14T17:15:00
MOH-130,Discovery,Qualification,2025-12-02T14:45:00
MOH-130,Qualification,Technical Evaluation,2026-01-14T08:00:00
MOH-131,,Discovery,2025-12-15T16:30:00
MOH-131,Discovery,Qualification,2026-01-01T10:30:00
MOH-131,Qualification,Technical Evaluation,2026-01-29T10:00:00
MOH-132,,Discovery,2026-03-12T14:30:00
MOH-132,Discovery,Qualification,2026-03-28T12:00:00
MOH-132,Qualification,Technical Evaluation,2026-04-24T15:30:00
MOH-133,,Discovery,2025-11-05T13:30:00
MOH-133,Discovery,Qualification,2025-11-18T13:30:00
MOH-133,Qualification,Technical Evaluation,2025-12-18T11:00:00
MOH-134,,Discovery,2025-10-17T08:45:00
MOH-134,Discovery,Qualification,2025-10-28T08:45:00
MOH-134,Qualification,Technical Evaluation,2025-11-22T11:30:00
MOH-135,,Discovery,2026-03-03T10:45:00
MOH-135,Discovery,Qualification,2026-03-13T08:00:00
MOH-135,Qualification,Technical Evaluation,2026-04-22T09:15:00
MOH-136,,Discovery,2025-10-23T12:30:00
MOH-136,Discovery,Qualification,2025-11-08T17:00:00
MOH-136,Qualification,Technical Evaluation,2025-12-10T15:00:00
MOH-137,,Discovery,2026-01-08T15:00:00
MOH-137,Discovery,Qualification,2026-01-29T11:15:00
MOH-137,Qualification,Technical Evaluation,2026-03-08T17:45:00
MOH-138,,Discovery,2025-12-30T15:30:00
MOH-138,Discovery,Technical Evaluation,2026-01-18T11:45:00
MOH-139,,Discovery,2025-10-17T14:00:00
MOH-139,Discovery,Qualification,2025-10-25T09:30:00
MOH-139,Qualification,Technical Evaluation,2025-11-18T09:45:00
MOH-140,,Discovery,2025-12-03T17:45:00
MOH-140,Discovery,Qualification,2025-12-31T16:15:00
MOH-140,Qualification,Technical Evaluation,2026-02-14T16:30:00
MOH-141,,Discovery,2026-01-05T12:00:00
MOH-141,Discovery,Technical Evaluation,2026-01-17T11:00:00
MOH-142,,Discovery,2026-04-02T10:00:00
MOH-142,Discovery,Qualification,2026-04-15T12:30:00
MOH-142,Qualification,Technical Evaluation,2026-05-18T09:15:00
MOH-143,,Discovery,2025-12-08T10:15:00
MOH-143,Discovery,Qualification,2025-12-21T14:15:00
MOH-143,Qualification,Technical Evaluation,2026-01-13T10:15:00
MOH-144,,Discovery,2026-03-02T11:45:00
MOH-144,Discovery,Qualification,2026-03-13T17:30:00
MOH-144,Qualification,Technical Evaluation,2026-04-22T09:00:00
MOH-145,,Discovery,2026-03-13T09:00:00
MOH-145,Discovery,Qualification,2026-04-09T15:30:00
MOH-145,Qualification,Technical Evaluation,2026-05-11T17:00:00
MOH-146,,Discovery,2026-01-09T14:15:00
MOH-146,Discovery,Qualification,2026-01-19T11:15:00
MOH-146,Qualification,Technical Evaluation,2026-02-11T13:30:00
MOH-147,,Discovery,2026-03-20T13:15:00
MOH-147,Discovery,Qualification,2026-04-05T11:00:00
MOH-147,Qualification,Technical Evaluation,2026-05-07T15:15:00
MOH-148,,Discovery,2025-11-19T11:30:00
MOH-148,Discovery,Qualification,2025-12-03T16:15:00
MOH-148,Qualification,Technical Evaluation,2025-12-22T17:00:00
MOH-149,,Discovery,2026-01-14T17:00:00
MOH-149,Discovery,Qualification,2026-01-26T14:30:00
MOH-149,Qualification,Technical Evaluation,2026-03-09T11:15:00
MOH-150,,Discovery,2025-12-30T10:15:00
MOH-150,Discovery,Qualification,2026-01-13T13:00:00
MOH-150,Qualification,Technical Evaluation,2026-02-05T13:30:00
MOH-151,,Discovery,2025-11-14T13:15:00
MOH-151,Discovery,Qualification,2025-11-25T12:15:00
MOH-151,Qualification,Technical Evaluation,2025-12-13T12:00:00
MOH-152,,Discovery,2026-03-11T09:15:00
MOH-152,Discovery,Qualification,2026-03-30T12:30:00
MOH-152,Qualification,Technical Evaluation,2026-05-09T09:45:00
MOH-153,,Discovery,2026-01-26T11:00:00
MOH-153,Discovery,Qualification,2026-02-08T14:15:00
MOH-153,Qualification,Technical Evaluation,2026-02-28T12:15:00
MOH-154,,Discovery,2026-01-15T12:45:00
MOH-154,Discovery,Qualification,2026-01-26T14:45:00
MOH-154,Qualification,Technical Evaluation,2026-03-06T08:45:00
MOH-155,,Discovery,2025-12-05T08:15:00
MOH-155,Discovery,Qualification,2025-12-27T09:15:00
MOH-155,Qualification,Technical Evaluation,2026-01-20T09:00:00
MOH-156,,Discovery,2026-03-16T10:00:00
MOH-156,Discovery,Qualification,2026-03-26T12:45:00
MOH-156,Qualification,Technical Evaluation,2026-04-13T09:30:00
MOH-157,,Discovery,2026-02-17T12:15:00
MOH-157,Discovery,Qualification,2026-03-16T10:00:00
MOH-157,Qualification,Technical Evaluation,2026-04-24T11:45:00
MOH-158,,Discovery,2026-03-02T12:45:00
MOH-158,Discovery,Technical Evaluation,2026-03-13T17:30:00
MOH-159,,Discovery,2025-08-19T15:45:00
MOH-159,Discovery,Qualification,2025-09-08T08:00:00
MOH-159,Qualification,Business Case,2025-10-04T08:30:00
MOH-160,,Discovery,2025-08-07T11:00:00
MOH-160,Discovery,Qualification,2025-08-23T08:30:00
MOH-160,Qualification,Technical Evaluation,2025-10-03T16:00:00
MOH-160,Technical Evaluation,Business Case,2025-11-24T15:30:00
MOH-161,,Discovery,2025-09-01T17:45:00
MOH-161,Discovery,Technical Evaluation,2025-09-13T09:45:00
MOH-161,Technical Evaluation,Business Case,2025-10-17T09:45:00
MOH-162,,Discovery,2026-02-19T16:45:00
MOH-162,Discovery,Qualification,2026-03-01T17:15:00
MOH-162,Qualification,Technical Evaluation,2026-03-27T08:00:00
MOH-162,Technical Evaluation,Business Case,2026-04-18T09:30:00
MOH-163,,Discovery,2025-09-24T13:30:00
MOH-163,Discovery,Technical Evaluation,2025-10-12T17:45:00
MOH-163,Technical Evaluation,Business Case,2025-11-25T13:00:00
MOH-164,,Discovery,2025-09-24T09:30:00
MOH-164,Discovery,Qualification,2025-10-22T11:45:00
MOH-164,Qualification,Business Case,2025-12-05T14:00:00
MOH-165,,Discovery,2026-01-08T09:00:00
MOH-165,Discovery,Qualification,2026-01-26T17:00:00
MOH-165,Qualification,Technical Evaluation,2026-02-18T16:00:00
MOH-165,Technical Evaluation,Business Case,2026-04-05T11:00:00
MOH-166,,Discovery,2025-12-08T12:45:00
MOH-166,Discovery,Qualification,2025-12-19T14:30:00
MOH-166,Qualification,Technical Evaluation,2026-01-20T12:00:00
MOH-166,Technical Evaluation,Business Case,2026-02-09T14:30:00
MOH-167,,Discovery,2026-01-05T10:45:00
MOH-167,Discovery,Qualification,2026-01-30T16:45:00
MOH-167,Qualification,Technical Evaluation,2026-02-22T14:00:00
MOH-167,Technical Evaluation,Business Case,2026-04-09T12:00:00
MOH-168,,Discovery,2025-08-08T12:30:00
MOH-168,Discovery,Qualification,2025-08-29T15:15:00
MOH-168,Qualification,Technical Evaluation,2025-09-22T16:30:00
MOH-168,Technical Evaluation,Business Case,2025-11-19T13:15:00
MOH-169,,Discovery,2026-02-13T13:45:00
MOH-169,Discovery,Qualification,2026-03-03T16:30:00
MOH-169,Qualification,Business Case,2026-04-04T11:15:00
MOH-170,,Discovery,2025-12-16T15:30:00
MOH-170,Discovery,Qualification,2026-01-12T09:30:00
MOH-170,Qualification,Technical Evaluation,2026-02-11T09:00:00
MOH-170,Technical Evaluation,Business Case,2026-03-20T10:30:00
MOH-171,,Discovery,2026-02-02T11:30:00
MOH-171,Discovery,Qualification,2026-02-13T17:45:00
MOH-171,Qualification,Technical Evaluation,2026-03-25T14:00:00
MOH-171,Technical Evaluation,Business Case,2026-05-16T15:15:00
MOH-172,,Discovery,2025-12-11T14:15:00
MOH-172,Discovery,Qualification,2025-12-22T16:15:00
MOH-172,Qualification,Technical Evaluation,2026-01-17T16:00:00
MOH-172,Technical Evaluation,Business Case,2026-02-21T08:00:00
MOH-173,,Discovery,2026-03-11T11:30:00
MOH-173,Discovery,Qualification,2026-03-22T10:00:00
MOH-173,Qualification,Business Case,2026-04-24T17:30:00
MOH-174,,Discovery,2026-01-12T08:45:00
MOH-174,Discovery,Qualification,2026-01-27T09:30:00
MOH-174,Qualification,Business Case,2026-02-22T12:45:00
MOH-175,,Discovery,2025-09-05T15:30:00
MOH-175,Discovery,Qualification,2025-09-27T08:45:00
MOH-175,Qualification,Technical Evaluation,2025-11-01T09:30:00
MOH-175,Technical Evaluation,Business Case,2025-12-28T17:00:00
MOH-176,,Discovery,2026-02-02T17:00:00
MOH-176,Discovery,Qualification,2026-02-10T12:30:00
MOH-176,Qualification,Technical Evaluation,2026-03-10T17:30:00
MOH-176,Technical Evaluation,Business Case,2026-04-01T09:00:00
MOH-177,,Discovery,2025-08-27T14:15:00
MOH-177,Discovery,Qualification,2025-09-08T08:45:00
MOH-177,Qualification,Technical Evaluation,2025-10-11T16:45:00
MOH-177,Technical Evaluation,Business Case,2025-11-18T16:00:00
MOH-178,,Discovery,2025-09-02T13:00:00
MOH-178,Discovery,Qualification,2025-09-19T13:00:00
MOH-178,Qualification,Technical Evaluation,2025-10-08T16:45:00
MOH-178,Technical Evaluation,Business Case,2025-11-17T15:15:00
MOH-179,,Discovery,2026-01-20T08:00:00
MOH-179,Discovery,Technical Evaluation,2026-02-08T16:15:00
MOH-179,Technical Evaluation,Business Case,2026-03-10T12:15:00
MOH-180,,Discovery,2025-12-23T11:00:00
MOH-180,Discovery,Qualification,2026-01-08T13:00:00
MOH-180,Qualification,Technical Evaluation,2026-02-02T08:00:00
